Gene.ID	Gene.Symbol	Protein	Gene.description	EarlyOnset_Alzheimer.s.vs..EarlyOnset_Non_demented.foldChange	EarlyOnset_Alzheimer.s.vs..EarlyOnset_Non_demented.pValue	LateOnset_Alzheimer.s.vs..LateOnset_Non_demented.foldChange	LateOnset_Alzheimer.s.vs..LateOnset_Non_demented.pValue
ENSG00000103647	CORO2B	sp|Q9UQ03|COR2B_HUMAN	coronin 2B	-0.0446827558182695	0.860674959978983	-0.203185422325824	0.190857492923277
ENSG00000103653	CSK	sp|P41240|CSK_HUMAN	C-terminal Src kinase	0.284625678068662	0.441030486913453	0.252753420361325	0.304546152656794
ENSG00000103723	AP3B2	sp|Q13367|AP3B2_HUMAN	adaptor related protein complex 3 subunit beta 2	-0.0130311034066253	0.794260434974163	-0.319612439979567	0.00032940127650673
ENSG00000103740	ACSBG1	sp|Q96GR2|ACBG1_HUMAN	acyl-CoA synthetase bubblegum family member 1	-0.387955413758945	0.289253937610262	0.0382865622441668	0.846863034702144
ENSG00000103876	FAH	sp|P16930|FAAA_HUMAN	fumarylacetoacetate hydrolase	-0.0812878292606385	0.757196819105812	0.0818021146151082	0.632006168161475
ENSG00000103966	EHD4	sp|Q9H223|EHD4_HUMAN	EH domain containing 4	0.0453275966903987	0.936526384539161	0.106146971030299	0.71624029581584
ENSG00000104093	DMXL2	sp|Q8TDJ6|DMXL2_HUMAN	Dmx like 2	-0.0272139062843688	0.831633562496302	-0.263432712823634	0.0135733795122194
ENSG00000104112	SCG3	sp|Q8WXD2|SCG3_HUMAN	secretogranin III	-0.141824631563272	0.315714657081412	0.800550783473886	0.000559999555160906
ENSG00000104131	EIF3J	sp|O75822|EIF3J_HUMAN	eukaryotic translation initiation factor 3 subunit J	0.0814137051864883	0.896932561659958	0.194947264661813	0.576510522327545
ENSG00000104142	VPS18	sp|Q9P253|VPS18_HUMAN	VPS18 core subunit of CORVET and HOPS complexes	-0.187746607226517	0.647462556695671	-0.0319201219011541	0.910942510297084
ENSG00000104237	RP1	sp|P56715|RP1_HUMAN	RP1 axonemal microtubule associated	-0.102337160973612	0.958313331386622	-0.824642619042578	0.418107040756879
ENSG00000104267	CA2	sp|P00918|CAH2_HUMAN	carbonic anhydrase 2	0.0510694283908132	0.836991011551925	0.39617456876483	0.0310183052846679
ENSG00000104325	DECR1	sp|Q16698|DECR_HUMAN	2,4-dienoyl-CoA reductase 1	0.0587047867418372	0.518295821685762	-0.0301748702684677	0.622374953346075
ENSG00000104375	STK3	sp|Q13188|STK3_HUMAN	serine/threonine kinase 3	0.563995178196752	0.57627708746511	0.418839654518038	0.524446164983537
ENSG00000104381	GDAP1	sp|Q8TB36|GDAP1_HUMAN	ganglioside induced differentiation associated protein 1	0.0860604718449949	0.59720321755965	0.136651618740167	0.223950063067441
ENSG00000104408	EIF3E	sp|P60228|EIF3E_HUMAN	eukaryotic translation initiation factor 3 subunit E	-0.0175723411054089	0.937869738022166	0.232124869404545	0.069637871969882
ENSG00000104435	STMN2	sp|Q93045|STMN2_HUMAN	stathmin 2	-0.0882497279629817	0.921303695510036	-0.242710164408581	0.619913821729326
ENSG00000104490	NCALD	sp|P61601|NCALD_HUMAN	neurocalcin delta	-0.0926807764527026	0.699953321948142	-0.105573949621785	0.498285032083962
ENSG00000104687	GSR	sp|P00390|GSHR_HUMAN	glutathione-disulfide reductase	0.149667426033249	0.193016302553431	-0.388205961581517	0.00258031843407051
ENSG00000104722	NEFM	sp|P07197|NFM_HUMAN	neurofilament medium chain	-0.184995024072651	0.0812884168401786	0.185080808819769	0.0171879769214157
ENSG00000104763	ASAH1	sp|Q13510|ASAH1_HUMAN	N-acylsphingosine amidohydrolase 1	-0.0330001579024828	0.826420917006616	0.486812192899516	0.00268345566357758
ENSG00000104805	NUCB1	sp|Q02818|NUCB1_HUMAN	nucleobindin 1	-0.0997618943412064	0.551459502406099	-0.11888402330955	0.290739284068923
ENSG00000104812	GYS1	sp|P13807|GYS1_HUMAN	glycogen synthase 1	-0.120495629704247	0.515242355248236	0.181531413072226	0.159281394776184
ENSG00000104852	SNRNP70	sp|P08621|RU17_HUMAN	small nuclear ribonucleoprotein U1 subunit 70	-0.268244831412569	0.166606015561388	0.125857765745801	0.284923480135342
ENSG00000104863	LIN7B	sp|Q9HAP6|LIN7B_HUMAN	lin-7 homolog B, crumbs cell polarity complex component	-0.563380601851925	0.642798739191519	-0.474414726588473	0.548034177423815
ENSG00000104888	SLC17A7	sp|Q9P2U7|VGLU1_HUMAN	solute carrier family 17 member 7	-0.0243210993007139	0.896010555685405	-0.116041492391605	0.25763120929167
ENSG00000104915	STX10	sp|O60499|STX10_HUMAN	syntaxin 10	-0.468023986580816	0.106875451653623	0.347572242239197	0.0551459981686049
ENSG00000104946	TBC1D17	sp|Q9HA65|TBC17_HUMAN	TBC1 domain family member 17	-0.279520555958323	0.342038849582115	-0.0713636106669215	0.714171578088044
ENSG00000104980	TIMM44	sp|O43615|TIM44_HUMAN	translocase of inner mitochondrial membrane 44	-0.140523272452609	0.601676768006483	-0.157296595202167	0.378340828594884
ENSG00000105185	PDCD5	sp|O14737|PDCD5_HUMAN	programmed cell death 5	0.0909490338824218	0.459765906662911	-0.122002320247775	0.156259870760028
ENSG00000105193	RPS16	sp|P62249|RS16_HUMAN	ribosomal protein S16	0.0863724666223173	0.762731523123555	-0.0704826004846938	0.707911472487819
ENSG00000105197	TIMM50	sp|Q3ZCQ8|TIM50_HUMAN	translocase of inner mitochondrial membrane 50	-0.0726121748650641	0.719285362192261	-0.0462499693822996	0.728232935221997
ENSG00000105223	PLD3	sp|Q8IV08|PLD3_HUMAN	phospholipase D family member 3	0.0517694364820543	0.6927596475729	-0.13417719990544	0.136913165998617
ENSG00000105245	NUMBL	sp|Q9Y6R0|NUMBL_HUMAN	NUMB like endocytic adaptor protein	-0.0333593383788227	0.835362291965195	-0.35022361165669	0.0107779943910955
ENSG00000105254	TBCB	sp|Q99426|TBCB_HUMAN	tubulin folding cofactor B	0.230046666578571	0.0238749417620414	0.806305447120022	4.5976562555281e-05
ENSG00000105255	FSD1	sp|Q9BTV5|FSD1_HUMAN	fibronectin type III and SPRY domain containing 1	0.216401446165061	0.517537926553608	0.170862675843466	0.441008655549341
ENSG00000105270	CLIP3	sp|Q96DZ5|CLIP3_HUMAN	CAP-Gly domain containing linker protein 3	-0.597739672128156	0.103580021372176	0.218470081078185	0.299222086044511
ENSG00000105290	APLP1	sp|P51693|APLP1_HUMAN	amyloid beta precursor like protein 1	-0.0127492821772677	0.801153984487036	-0.264742795648123	0.000608812943337533
ENSG00000105357	MYH14	sp|Q7Z406|MYH14_HUMAN	myosin heavy chain 14	-0.012887151603086	0.965301466713093	0.143457775161347	0.295645591320691
ENSG00000105372	RPS19	sp|P39019|RS19_HUMAN	ribosomal protein S19	-0.076942488461512	0.589102651945648	-0.00901789711275583	0.928214672797477
ENSG00000105376	ICAM5	sp|Q9UMF0|ICAM5_HUMAN	intercellular adhesion molecule 5	0.110226559084343	0.291166556313391	-0.422337913937573	0.00160452076804657
ENSG00000105379	ETFB	sp|P38117|ETFB_HUMAN	electron transfer flavoprotein subunit beta	-0.272596824441981	0.243146989198844	-0.268065496982075	0.0961382209225003
ENSG00000105401	CDC37	sp|Q16543|CDC37_HUMAN	cell division cycle 37, HSP90 cochaperone	-0.0764101268426032	0.49994038692173	0.2309663209596	0.0190846628146374
ENSG00000105402	NAPA	sp|P54920|SNAA_HUMAN	NSF attachment protein alpha	-0.254289288483745	0.0776955598649888	0.109647693148099	0.178514244960629
ENSG00000105409	ATP1A3	sp|P13637|AT1A3_HUMAN	ATPase Na+/K+ transporting subunit alpha 3	0.18962776061079	0.119609310628573	-0.107148130168724	0.154406010794269
ENSG00000105426	PTPRS	sp|Q13332|PTPRS_HUMAN	protein tyrosine phosphatase receptor type S	-0.0924304756319833	0.646155019879352	-0.563771172253607	0.00638807608774601
ENSG00000105514	RAB3D	sp|O95716|RAB3D_HUMAN	RAB3D, member RAS oncogene family	-0.0707806755205169	0.539377041534298	-0.306272891346516	0.0080056077529802
ENSG00000105519	CAPS	sp|Q13938|CAYP1_HUMAN	calcyphosine	0.308951378296752	0.517537926553608	0.862217148931362	0.0293834462376201
ENSG00000105568	PPP2R1A	sp|P30153|2AAA_HUMAN	protein phosphatase 2 scaffold subunit Aalpha	0.0245670508346905	0.858366246211603	0.278399420524797	0.013290273227373
ENSG00000105607	GCDH	sp|Q92947|GCDH_HUMAN	glutaryl-CoA dehydrogenase	-0.0278719678611878	0.886085885986787	0.0940680860505789	0.381827676367737
ENSG00000105669	COPE	sp|O14579|COPE_HUMAN	COPI coat complex subunit epsilon	0.0754572164029928	0.581014320052386	-0.0432223191006381	0.64093520995961
ENSG00000105676	ARMC6	sp|Q6NXE6|ARMC6_HUMAN	armadillo repeat containing 6	-0.236047882526298	0.693101670769018	-0.280033450541657	0.466263412349696
ENSG00000105695	MAG	sp|P20916|MAG_HUMAN	myelin associated glycoprotein	0.0684270834660268	0.611190218462369	0.160069280828999	0.101994961364589
ENSG00000105767	CADM4	sp|Q8NFZ8|CADM4_HUMAN	cell adhesion molecule 4	-0.239193782554745	0.15647053544351	0.155794640730739	0.142727811916555
ENSG00000105778	AVL9	sp|Q8NBF6|AVL9_HUMAN	AVL9 cell migration associated	-0.00220628497017118	0.98975700197414	-0.517562524286509	0.00152629306083179
ENSG00000105819	PMPCB	sp|O75439|MPPB_HUMAN	peptidase, mitochondrial processing subunit beta	-0.571852823400521	0.0611900955493647	0.12053745653224	0.441008655549341
ENSG00000105835	NAMPT	sp|P43490|NAMPT_HUMAN	nicotinamide phosphoribosyltransferase	-0.140622883252007	0.422718768224487	0.351129722976562	0.0210493172510748
ENSG00000105855	ITGB8	sp|P26012|ITB8_HUMAN	integrin subunit beta 8	0.219557843924591	0.39440509202836	0.100332238387955	0.551463562638924
ENSG00000105926	PALS2	sp|Q9NZW5|MPP6_HUMAN	protein associated with LIN7 2, MAGUK p55 family member	0.0444184349879133	0.617017858989258	0.108084589729818	0.0957643428485312
ENSG00000105953	OGDH	sp|Q02218|ODO1_HUMAN	oxoglutarate dehydrogenase	-0.0644831106941197	0.542813646054914	-0.241735649501832	0.0135776383439041
ENSG00000105963	ADAP1	sp|O75689|ADAP1_HUMAN	ArfGAP with dual PH domains 1	-0.0396598441746079	0.903709194237607	-0.336543631351939	0.0881158660141503
ENSG00000106049	HIBADH	sp|P31937|3HIDH_HUMAN	3-hydroxyisobutyrate dehydrogenase	-0.285666712215251	0.00509432935656643	0.170600470326903	0.00340413512805887
ENSG00000106052	TAX1BP1	sp|Q86VP1|TAXB1_HUMAN	Tax1 binding protein 1	-0.236514522752586	0.0990967070282006	0.117748008517002	0.167255150045969
ENSG00000106078	COBL	sp|O75128|COBL_HUMAN	cordon-bleu WH2 repeat protein	0.0270955062085226	0.910327163213358	-0.349199477305814	0.0307913645772751
ENSG00000106105	GARS1	sp|P41250|GARS_HUMAN	glycyl-tRNA synthetase 1	-0.0644059202986776	0.637795650340957	0.216075394063618	0.0427598743775759
ENSG00000106211	HSPB1	sp|P04792|HSPB1_HUMAN	heat shock protein family B (small) member 1	-0.202316082724868	0.0250138912601268	0.277989208737708	0.000961047723655454
ENSG00000106244	PDAP1	sp|Q13442|HAP28_HUMAN	PDGFA associated protein 1	-0.238410077804007	0.409270628070804	-0.329321768620263	0.111701125457616
ENSG00000106263	EIF3B	sp|P55884|EIF3B_HUMAN	eukaryotic translation initiation factor 3 subunit B	0.0537918406742837	0.642998296065398	-0.265221158691115	0.0130697185020891
ENSG00000106266	SNX8	sp|Q9Y5X2|SNX8_HUMAN	sorting nexin 8	-0.70150651970639	0.0709356268484087	0.315705193353695	0.0698022296108954
ENSG00000106278	PTPRZ1	sp|P23471|PTPRZ_HUMAN	protein tyrosine phosphatase receptor type Z1	0.0484353594973044	0.554860321490123	0.146788734536239	0.0301097404982137
ENSG00000106299	WASL	sp|O00401|WASL_HUMAN	WASP like actin nucleation promoting factor	-0.103644573962728	0.174643102276786	-0.251150780643558	0.0025573295935219
ENSG00000106351	AGFG2	sp|O95081|AGFG2_HUMAN	ArfGAP with FG repeats 2	0.0132485180616762	0.938479947700809	0.0570942570687088	0.535793387900882
ENSG00000106367	AP1S1	sp|P61966|AP1S1_HUMAN	adaptor related protein complex 1 subunit sigma 1	-0.466686085483287	0.263626333259244	-0.085035712908392	0.751992048047694
ENSG00000106460	TMEM106B	sp|Q9NUM4|T106B_HUMAN	transmembrane protein 106B	0.247463010208989	0.433940771624738	-0.307092654028542	0.163518738030544
ENSG00000106524	ANKMY2	sp|Q8IV38|ANKY2_HUMAN	ankyrin repeat and MYND domain containing 2	0.00647958101178859	0.987870010280006	0.172630798471123	0.415945837135081
ENSG00000106605	BLVRA	sp|P53004|BIEA_HUMAN	biliverdin reductase A	-0.20839503670102	0.2828894526687	0.377856091154565	0.0201863072704354
ENSG00000106615	RHEB	sp|Q15382|RHEB_HUMAN	Ras homolog, mTORC1 binding	0.225673216913821	0.0478948116866833	0.0257810695522593	0.630669228717813
ENSG00000106665	CLIP2	sp|Q9UDT6|CLIP2_HUMAN	CAP-Gly domain containing linker protein 2	-0.164501267710096	0.251819999345995	-0.0732687568214134	0.418240104740113
ENSG00000106682	EIF4H	sp|Q15056|IF4H_HUMAN	eukaryotic translation initiation factor 4H	-0.111137222663769	0.790650375568818	-0.29876955467362	0.270389856485504
ENSG00000106683	LIMK1	sp|P53667|LIMK1_HUMAN	LIM domain kinase 1	-0.502339060053596	0.0956834628506481	0.0449361814606182	0.793830272467363
ENSG00000106701	FSD1L	sp|Q9BXM9|FSD1L_HUMAN	fibronectin type III and SPRY domain containing 1 like	-0.00840789529945359	0.969191378783081	0.186241943627666	0.146005829646588
ENSG00000106789	CORO2A	sp|Q92828|COR2A_HUMAN	coronin 2A	-0.203861695058833	0.518295821685762	-0.497883854921601	0.0447805893651522
ENSG00000106976	DNM1	sp|Q05193|DYN1_HUMAN	dynamin 1	-0.0203975908158943	0.748005151905241	-0.0549033057864676	0.197637144837717
ENSG00000106992	AK1	sp|P00568|KAD1_HUMAN	adenylate kinase 1	-0.113258056210116	0.45458482321397	-0.133069546876563	0.201287138028427
ENSG00000107130	NCS1	sp|P62166|NCS1_HUMAN	neuronal calcium sensor 1	0.0203253684049376	0.908643615335581	0.211354689858882	0.0563218416069151
ENSG00000107223	EDF1	sp|O60869|EDF1_HUMAN	endothelial differentiation related factor 1	0.135170019156785	0.573799445204652	-0.281977627922906	0.142727811916555
ENSG00000107295	SH3GL2	sp|Q99962|SH3G2_HUMAN	SH3 domain containing GRB2 like 2, endophilin A1	0.00849593902054125	0.971515126459137	-0.0834624492177406	0.524010855757168
ENSG00000107331	ABCA2	sp|Q9BZC7|ABCA2_HUMAN	ATP binding cassette subfamily A member 2	0.862654162376945	0.137601274398361	-0.125380343728136	0.60369257363542
ENSG00000107581	EIF3A	sp|Q14152|EIF3A_HUMAN	eukaryotic translation initiation factor 3 subunit A	-0.171380929499361	0.219166469764359	-0.205116674824384	0.0472537233779972
ENSG00000107758	PPP3CB	sp|P16298|PP2BB_HUMAN	protein phosphatase 3 catalytic subunit beta	-0.198708272435679	0.356186342437263	-0.213240819278092	0.150001838849335
ENSG00000107862	GBF1	sp|Q92538|GBF1_HUMAN	golgi brefeldin A resistant guanine nucleotide exchange factor 1	0.0163711266932296	0.91171950665167	-0.265891250535636	0.015241127088603
ENSG00000107863	ARHGAP21	sp|Q5T5U3|RHG21_HUMAN	Rho GTPase activating protein 21	0.149980816609672	0.0599154110201667	-0.254435641253226	0.00163780035299232
ENSG00000107897	ACBD5	sp|Q5T8D3|ACBD5_HUMAN	acyl-CoA binding domain containing 5	0.184359564639728	0.315714657081412	-0.131261255962123	0.276586859842274
ENSG00000107959	PITRM1	sp|Q5JRX3|PREP_HUMAN	pitrilysin metallopeptidase 1	-0.240928208876076	0.693764473565431	-0.0138462557512025	0.976274797709976
ENSG00000108010	GLRX3	sp|O76003|GLRX3_HUMAN	glutaredoxin 3	-0.124699256974009	0.201397163892623	0.154790840030735	0.0374155270968239
ENSG00000108039	XPNPEP1	sp|Q9NQW7|XPP1_HUMAN	X-prolyl aminopeptidase 1	-0.214665923936584	0.169386520646152	0.441328757302439	0.00435056405158549
ENSG00000108064	TFAM	sp|Q00059|TFAM_HUMAN	transcription factor A, mitochondrial	-0.053791197517576	0.431671505461176	-0.240185744102374	0.0028129632247138
ENSG00000108094	CUL2	sp|Q13617|CUL2_HUMAN	cullin 2	0.101404684347941	0.603145972424857	-0.200594375393891	0.149109404827154
ENSG00000108187	PBLD	sp|P30039|PBLD_HUMAN	phenazine biosynthesis like protein domain containing	0.0113076780199724	0.969191378783081	0.22816687122542	0.169868769951167
ENSG00000108231	LGI1	sp|O95970|LGI1_HUMAN	leucine rich glioma inactivated 1	-0.076259467126647	0.369590842867253	-0.181363922117077	0.0155765266573697
ENSG00000108309	RUNDC3A	sp|Q59EK9|RUN3A_HUMAN	RUN domain containing 3A	-0.0674940083419623	0.824973626880597	-0.313126608315242	0.116621421147208
ENSG00000108344	PSMD3	sp|O43242|PSMD3_HUMAN	proteasome 26S subunit, non-ATPase 3	0.127990717423233	0.48003907406956	0.0922021347979746	0.438731623379267
ENSG00000108381	ASPA	sp|P45381|ACY2_HUMAN	aspartoacylase	-0.122225031908667	0.54479360530497	0.0959274195111538	0.474017109879692
ENSG00000108387	SEPTIN4	sp|O43236|SEPT4_HUMAN	septin 4	0.0530637679827635	0.551459502406099	0.278475079988563	0.00429533394272446
ENSG00000108424	KPNB1	sp|Q14974|IMB1_HUMAN	karyopherin subunit beta 1	-0.35186842511884	0.191132273762691	0.12861489946715	0.439092743099241
ENSG00000108439	PNPO	sp|Q9NVS9|PNPO_HUMAN	pyridoxamine 5'-phosphate oxidase	-0.0547480039491101	0.804105162744423	0.0132789039592233	0.926939240551535
ENSG00000108465	CDK5RAP3	sp|Q96JB5|CK5P3_HUMAN	CDK5 regulatory subunit associated protein 3	-0.0944974743835232	0.395025667946935	0.156527727615845	0.0595559748533848
ENSG00000108479	GALK1	sp|P51570|GALK1_HUMAN	galactokinase 1	-0.14306126741676	0.29832097259775	0.0821028374475314	0.356690894707235
ENSG00000108528	SLC25A11	sp|Q02978|M2OM_HUMAN	solute carrier family 25 member 11	-0.277432445915802	0.468790771189098	-0.276401056714477	0.279904719520262
ENSG00000108559	NUP88	sp|Q99567|NUP88_HUMAN	nucleoporin 88	0.262095940145109	0.0768089518759296	0.0307576186752457	0.514789033666078
ENSG00000108578	BLMH	sp|Q13867|BLMH_HUMAN	bleomycin hydrolase	-0.0224693463410356	0.749584360916323	-0.0276801929712036	0.543787694812283
ENSG00000108582	CPD	sp|O75976|CBPD_HUMAN	carboxypeptidase D	-0.135840072171341	0.474972462113605	-0.0659140200515106	0.599626126181088
ENSG00000108654	DDX5	sp|P17844|DDX5_HUMAN	DEAD-box helicase 5	0.00736584756306752	0.966704659048289	-0.228440107154964	0.0338487043167745
ENSG00000108669	CYTH1	sp|Q15438|CYH1_HUMAN	cytohesin 1	-0.155775858774033	0.680184602780708	0.381136321906001	0.142119881260441
ENSG00000108671	PSMD11	sp|O00231|PSD11_HUMAN	proteasome 26S subunit, non-ATPase 11	-0.106506990472551	0.571255072721058	0.247553803734938	0.0760082725069003
ENSG00000108679	LGALS3BP	sp|Q08380|LG3BP_HUMAN	galectin 3 binding protein	0.0968965699682798	0.557508402810846	0.325827300707426	0.0219118520159636
ENSG00000108774	RAB5C	sp|P51148|RAB5C_HUMAN	RAB5C, member RAS oncogene family	0.358663529788458	0.405771042979327	-0.23230248039814	0.399219215666139
ENSG00000108797	CNTNAP1	sp|P78357|CNTP1_HUMAN	contactin associated protein 1	-0.0814938121067049	0.125268570590888	-0.0296928902094133	0.34140403886138
ENSG00000108828	VAT1	sp|Q99536|VAT1_HUMAN	vesicle amine transport 1	-0.075548754945648	0.822245157685225	0.24920137809219	0.223950063067441
ENSG00000108829	LRRC59	sp|Q96AG4|LRC59_HUMAN	leucine rich repeat containing 59	-0.351504902508767	0.0512297854876091	0.225841057692158	0.037641086320054
ENSG00000108852	MPP2	sp|Q14168|MPP2_HUMAN	MAGUK p55 scaffold protein 2	0.0612156257238917	0.696663332762279	-0.0709009635577261	0.480833407674341
ENSG00000108883	EFTUD2	sp|Q15029|U5S1_HUMAN	elongation factor Tu GTP binding domain containing 2	-0.0143477154966594	0.95761907615854	-0.0171676508687094	0.900636117984233
ENSG00000108946	PRKAR1A	sp|P10644|KAP0_HUMAN	protein kinase cAMP-dependent type I regulatory subunit alpha	0.0524829978362884	0.913417498707947	0.401401232998439	0.156259870760028
ENSG00000108984	MAP2K6	sp|P52564|MP2K6_HUMAN	mitogen-activated protein kinase kinase 6	-0.129288153625145	0.6877245827957	0.580232003601218	0.0255778336149714
ENSG00000109062	SLC9A3R1	sp|O14745|NHRF1_HUMAN	SLC9A3 regulator 1	-0.160882637921612	0.224989781085099	-0.0443242275416368	0.599743316718169
ENSG00000109107	ALDOC	sp|P09972|ALDOC_HUMAN	aldolase, fructose-bisphosphate C	-0.0274457235542277	0.642998296065398	0.0279307940399036	0.472197900825723
ENSG00000109180	OCIAD1	sp|Q9NX40|OCAD1_HUMAN	OCIA domain containing 1	0.133600217225262	0.509766874145753	-0.271146831511447	0.0717203002977515
ENSG00000109339	MAPK10	sp|P53779|MK10_HUMAN	mitogen-activated protein kinase 10	-0.146337562182301	0.0776955598649888	0.516761822724902	0.000223911632064791
ENSG00000109472	CPE	sp|P16870|CBPE_HUMAN	carboxypeptidase E	-0.590978354377216	0.131995021792551	-0.463441655156328	0.07473419832379
ENSG00000109519	GRPEL1	sp|Q9HAV7|GRPE1_HUMAN	GrpE like 1, mitochondrial	0.128675514070565	0.523520643479736	0.218367531370869	0.130307035284515
ENSG00000109654	TRIM2	sp|Q9C040|TRIM2_HUMAN	tripartite motif containing 2	-0.166817148359054	0.364643105571158	0.340630762972864	0.024638590099767
ENSG00000109756	RAPGEF2	sp|Q9Y4G8|RPGF2_HUMAN	Rap guanine nucleotide exchange factor 2	-0.271808823695807	0.313978047351832	-0.225599767768967	0.211048436187984
ENSG00000109846	CRYAB	sp|P02511|CRYAB_HUMAN	crystallin alpha B	-0.0572402802516384	0.667857875840753	0.508238135123217	0.00201702294217557
ENSG00000109917	ZPR1	sp|O75312|ZPR1_HUMAN	ZPR1 zinc finger	-0.352434413210451	0.131995021792551	-0.478986817259587	0.0130697185020891
ENSG00000109971	HSPA8	sp|P11142|HSP7C_HUMAN	heat shock protein family A (Hsp70) member 8	-0.0275037962138735	0.673178395005922	0.252511410084125	0.00185998714153819
ENSG00000110047	EHD1	sp|Q9H4M9|EHD1_HUMAN	EH domain containing 1	-0.154630922702879	0.567705653563164	0.0627285823763038	0.731932656952705
ENSG00000110048	OSBP	sp|P22059|OSBP1_HUMAN	oxysterol binding protein	0.0166803335634687	0.911845794119563	-0.00303085932012692	0.976274797709976
ENSG00000110090	CPT1A	sp|P50416|CPT1A_HUMAN	carnitine palmitoyltransferase 1A	0.113851009743558	0.603145972424857	-0.157318643755581	0.290460263521448
ENSG00000110107	PRPF19	sp|Q9UMS4|PRP19_HUMAN	pre-mRNA processing factor 19	0.153617184799198	0.332648446932607	0.151514929193426	0.161971331503838
ENSG00000110169	HPX	sp|P02790|HEMO_HUMAN	hemopexin	0.696678544382932	0.210431513146685	0.333850955205376	0.342124793298903
ENSG00000110315	RNF141	sp|Q8WVD5|RN141_HUMAN	ring finger protein 141	0.1246419189956	0.642998296065398	-0.315509099578024	0.101105450772223
ENSG00000110321	EIF4G2	sp|P78344|IF4G2_HUMAN	eukaryotic translation initiation factor 4 gamma 2	-0.0988859316735879	0.683058798402909	0.152067272008542	0.330775738915999
ENSG00000110367	DDX6	sp|P26196|DDX6_HUMAN	DEAD-box helicase 6	-0.0756757546544643	0.615740765900414	-0.0481657642614935	0.633934489199882
ENSG00000110395	CBL	sp|P22681|CBL_HUMAN	Cbl proto-oncogene	-0.220044811947432	0.503317092150812	-0.225216229239614	0.302878581570206
ENSG00000110435	PDHX	sp|O00330|ODPX_HUMAN	pyruvate dehydrogenase complex component X	0.14324018713026	0.72591944913544	-0.831134572420098	0.0116218712780206
ENSG00000110436	SLC1A2	sp|P43004|EAA2_HUMAN	solute carrier family 1 member 2	-0.00651268665803901	0.995163975184705	0.155854201667251	0.753768086686045
ENSG00000110514	MADD	sp|Q8WXG6|MADD_HUMAN	MAP kinase activating death domain	0.00107138066209463	0.99598426977855	-0.0402761895670451	0.690317623062203
ENSG00000110697	PITPNM1	sp|O00562|PITM1_HUMAN	phosphatidylinositol transfer protein membrane associated 1	-0.31244907807233	0.419341124091938	-0.16018172063839	0.49852509102788
ENSG00000110700	RPS13	sp|P62277|RS13_HUMAN	ribosomal protein S13	0.140170533381796	0.49075276500772	-0.326568824916417	0.0406807899491405
ENSG00000110711	AIP	sp|O00170|AIP_HUMAN	aryl hydrocarbon receptor interacting protein	-0.527642368728368	0.104714684695577	-0.069994191464149	0.710157447454919
ENSG00000110717	NDUFS8	sp|O00217|NDUS8_HUMAN	NADH:ubiquinone oxidoreductase core subunit S8	0.0819923423678309	0.628862109693193	0.14420979826258	0.211048436187984
ENSG00000110871	COQ5	sp|Q5HYK3|COQ5_HUMAN	coenzyme Q5, methyltransferase	-0.191196434321974	0.468854717675532	-0.107247851801553	0.538378294583037
ENSG00000110880	CORO1C	sp|Q9ULV4|COR1C_HUMAN	coronin 1C	-0.0152380817835033	0.942229816468991	0.094085645780325	0.392510482351069
ENSG00000110917	MLEC	sp|Q14165|MLEC_HUMAN	malectin	-0.0922522602807128	0.596726924633355	0.0860021409438007	0.45594869725041
ENSG00000110921	MVK	sp|Q03426|KIME_HUMAN	mevalonate kinase	0.239334428662884	0.28644207890208	-0.10084726238423	0.418107040756879
ENSG00000110931	CAMKK2	sp|Q96RR4|KKCC2_HUMAN	calcium/calmodulin dependent protein kinase kinase 2	-0.0474831562332743	0.771345589563973	0.0814634152008486	0.437514848847936
ENSG00000110955	ATP5F1B	sp|P06576|ATPB_HUMAN	ATP synthase F1 subunit beta	0.0644771447227488	0.441030486913453	-0.298605586845525	0.00267752100987569
ENSG00000111052	LIN7A	sp|O14910|LIN7A_HUMAN	lin-7 homolog A, crumbs cell polarity complex component	-0.016571915229866	0.892464560678855	0.275107225257139	0.0291385698475039
ENSG00000111077	TNS2	sp|Q63HR2|TNS2_HUMAN	tensin 2	0.0754162112139269	0.657123579444227	-0.350141329744178	0.0185666578014791
ENSG00000111110	PPM1H	sp|Q9ULR3|PPM1H_HUMAN	protein phosphatase, Mg2+/Mn2+ dependent 1H	-0.192388849538569	0.196616397766604	-0.116147975924544	0.226072810882384
ENSG00000111144	LTA4H	sp|P09960|LKHA4_HUMAN	leukotriene A4 hydrolase	0.0689743633425242	0.631311300454089	0.277537696391799	0.0223174613984979
ENSG00000111229	ARPC3	sp|O15145|ARPC3_HUMAN	actin related protein 2/3 complex subunit 3	0.201350960258646	0.0504821710798757	-0.495819810866668	0.000378268686371369
ENSG00000111275	ALDH2	sp|P05091|ALDH2_HUMAN	aldehyde dehydrogenase 2 family member	0.0223839907699717	0.855161750205319	-0.199142218807012	0.0263426621932303
ENSG00000111344	RASAL1	sp|O95294|RASL1_HUMAN	RAS protein activator like 1	-0.222529120550729	0.486299190084998	-0.334474318373758	0.134818128851892
ENSG00000111481	COPZ1	sp|P61923|COPZ1_HUMAN	COPI coat complex subunit zeta 1	-0.258175950723379	0.0534471531668767	-0.0637274832796022	0.342124793298903
ENSG00000111530	CAND1	sp|Q86VP6|CAND1_HUMAN	cullin associated and neddylation dissociated 1	-0.127900899042418	0.260325621150882	0.0253415243472996	0.728232935221997
