Gene.ID	Gene.Symbol	X1.AD_A	X2.AD_A	X3.AD_A	X4.AD_A	X1.AD_B	X2.AD_B	X3.AD_B	X4.AD_B	X1.AD_C	X2.AD_C	X3.AD_C	X4.AD_C
ENSG00000103540	CCP110	34374	1248.4	39386	45690	14664	669.71	17694	22018	50104	2182.3	61370	71811
ENSG00000103647	CORO2B	347920	18546	384390	427190	207340	10780	226350	237870	73354	3562	77454	83300
ENSG00000103653	CSK	192780	10070	213900	294110	64417	3841.7	72611	109190	30415	2113.6	34317	52361
ENSG00000103723	AP3B2	749540	39215	830130	927900	349990	18017	404590	446890	208640	9241.9	235180	252600
ENSG00000103740	ACSBG1	24221	803.01	24169	34544	9008.8	NA	10152	14558	44246	1993.2	54213	70457
ENSG00000103876	FAH	16486	887.45	25598	30924	33901	1839.6	39760	58002	36863	1295.9	42234	68292
ENSG00000103966	EHD4	24407	1793.2	29829	43466	20660	1071	25237	37316	15862	562.03	19549	25751
ENSG00000104093	DMXL2	706520	35532	803690	1033300	253160	14130	305120	382670	147170	7402.9	171370	210500
ENSG00000104112	SCG3	162140	8135	107300	239730	116310	4832	75410	181980	71153	3078	45658	107860
ENSG00000104131	EIF3J	34709	1557.7	32055	59666	142230	8745.7	185240	222890	NA	NA	NA	NA
ENSG00000104142	VPS18	19600	888.7	20843	28045	17174	555.87	18638	25881	18023	1057.6	21608	24537
ENSG00000104237	RP1	NA	NA	NA	NA	46018	2407	66353	24539	39492	1605.7	41478	62333
ENSG00000104267	CA2	721820	35477	732490	1415700	284860	13742	304590	565510	237930	11796	244730	473580
ENSG00000104325	DECR1	503700	26272	560490	774760	295330	16183	341580	481300	220830	12370	245610	349990
ENSG00000104375	STK3	1899.1	188.1	1922	5170.3	26027	1415.7	29346	33325	NA	NA	NA	NA
ENSG00000104381	GDAP1	410400	21524	406990	589300	183850	9041.5	176710	274100	124110	6460.6	124370	189390
ENSG00000104408	EIF3E	76527	3971.6	81504	125950	58306	2815.1	65021	99923	55130	2280.3	60417	93940
ENSG00000104435	STMN2	39994	2631.5	46761	48349	3295.4	79.339	4390	4741.4	1683.2	97.514	2644	3177.4
ENSG00000104490	NCALD	412230	19016	354840	501590	124960	5558.1	108320	159740	83503	3428.9	71232	119400
ENSG00000104687	GSR	208260	11253	226230	239510	167270	8362.4	189240	185040	51778	2585.5	62420	61327
ENSG00000104722	NEFM	3882400	191310	4082300	7586300	2432200	117960	2468700	4839100	1871900	94245	1961500	3744900
ENSG00000104763	ASAH1	428900	17609	460510	890230	291310	13790	330950	639500	240380	11748	275010	513370
ENSG00000104805	NUCB1	181430	8262.1	183080	216870	67160	3542.1	72065	82673	47310	2466	49415	56254
ENSG00000104812	GYS1	42083	2192.1	48042	66954	35153	1577.2	39852	64364	27767	1177.1	33582	49047
ENSG00000104852	SNRNP70	65199	3030.9	60172	97926	35930	1335.7	32667	48058	21124	946.72	19987	32400
ENSG00000104863	LIN7B	22121	1373	26121	25782	8724.6	183.53	10964	11265	4044.7	NA	3576.5	4776.4
ENSG00000104888	SLC17A7	56564	2746.3	66764	78647	20777	1109.5	23401	29254	13890	705.02	16449	20375
ENSG00000104915	STX10	NA	NA	NA	NA	10161	377.02	9070.2	13706	6575.3	227	5635.3	10526
ENSG00000104946	TBC1D17	181940	8604.9	212250	285410	72301	3302.1	85306	110200	38268	1519	44509	59457
ENSG00000104980	TIMM44	99787	5496.8	109760	143450	65243	2852.6	75762	94805	40255	2162	45233	59650
ENSG00000105185	PDCD5	146250	8354.8	173280	168250	100450	5380.3	115960	134000	123600	6798	131750	154530
ENSG00000105193	RPS16	138410	7465.1	192050	311700	43106	2294.7	61982	100440	26670	879.18	34395	43109
ENSG00000105197	TIMM50	26827	1450.7	27616	39435	48685	2182.7	56011	62917	39424	1745.8	43186	48167
ENSG00000105223	PLD3	286220	14214	331200	394970	144100	7331.4	168800	203440	88945	5229.2	114860	131040
ENSG00000105245	NUMBL	351820	17029	380510	370050	32298	1406.6	36749	40398	50650	2451.2	57682	54233
ENSG00000105254	TBCB	776850	45060	963560	2250600	630920	36541	760930	1770600	511990	28917	594360	1381300
ENSG00000105255	FSD1	28106	1358.9	25478	36408	8625.2	664.62	7538	11544	11016	569.51	8160.6	12108
ENSG00000105270	CLIP3	14947	419.06	11687	22427	2983.7	101.45	3339.5	5079.6	12985	482.67	13985	17176
ENSG00000105290	APLP1	317310	16276	377790	446310	336650	15180	383110	469630	217580	11197	254220	300010
ENSG00000105357	MYH14	357130	19633	369800	715360	212810	10708	204340	427330	128300	5796	135470	241990
ENSG00000105372	RPS19	200960	9639.8	256340	305790	97378	5103.2	135460	154480	61163	2737	78803	96457
ENSG00000105376	ICAM5	789140	41108	1021300	984630	477500	27448	615580	607930	267160	12829	344200	338000
ENSG00000105379	ETFB	333550	16362	375390	430970	161230	7440.1	193820	202460	95667	3657.7	109710	126320
ENSG00000105401	CDC37	393490	19493	370310	613280	145720	7049	142040	224770	118550	4554.9	86820	184670
ENSG00000105402	NAPA	604620	33613	654670	773450	173040	7559.2	180820	256700	112930	4774	118910	163220
ENSG00000105409	ATP1A3	1136800	58803	1348100	1492400	490660	24498	581530	671310	395170	21387	496460	558400
ENSG00000105426	PTPRS	201310	11025	256010	218090	56486	2155	66683	60582	22262	1084.2	26454	23626
ENSG00000105514	RAB3D	182530	9521.5	226780	238440	60201	2491.5	65954	69762	30160	1536.3	38313	40165
ENSG00000105519	CAPS	70063	661.9	119470	291580	43518	2478	70274	188450	29202	1646.2	50307	120900
ENSG00000105568	PPP2R1A	1043200	51841	1177700	1587000	766240	40344	853860	1170600	401990	20303	439590	646390
ENSG00000105607	GCDH	252490	12373	326400	368040	29956	1698.9	38486	51992	22155	944.68	26335	38071
ENSG00000105669	COPE	27410	2070.5	44016	57473	46617	3971	87848	99244	37771	2650.7	61584	75712
ENSG00000105676	ARMC6	24339	1271.5	31513	32394	8410.3	490.84	9556.7	10371	5009.7	123.52	5693.9	6489.4
ENSG00000105695	MAG	331420	17424	385970	624230	161080	7628.1	183920	319170	116340	5955.5	128540	213920
ENSG00000105767	CADM4	236080	11150	252490	355320	147050	6626.4	153490	239500	99080	4044.5	106780	155590
ENSG00000105778	AVL9	370340	18387	414710	370090	310960	17265	368840	326860	144960	7053.7	165490	149820
ENSG00000105819	PMPCB	16401	525.8	15528	23319	6202.4	173.74	6312.8	8812.3	3780.7	157.43	4010.7	5594.9
ENSG00000105835	NAMPT	357580	17884	336510	579480	186100	7518.7	184320	303940	124490	6049.4	121150	202570
ENSG00000105855	ITGB8	30362	1645.6	37748	57629	10281	539.94	13678	16095	7780.4	529.93	9021.8	14082
ENSG00000105926	PALS2	410440	21240	470820	614210	323040	16618	345550	460160	131960	6856	152470	194250
ENSG00000105953	OGDH	663120	31928	725220	807850	173640	7815.2	188580	220750	114730	5058.2	128880	154740
ENSG00000105963	ADAP1	80140	6376.9	145690	162860	115670	7038.1	175230	220900	26217	2224.4	67121	69580
ENSG00000106049	HIBADH	90418	4590.9	109320	154150	39187	1841.6	44141	60275	38048	1476.5	37614	58227
ENSG00000106052	TAX1BP1	151410	7031.1	137110	208160	89084	3872.5	84817	118340	46882	1865.8	43509	59735
ENSG00000106078	COBL	63972	3212.7	79052	73910	52022	2760	62486	72682	15184	795.9	18068	17167
ENSG00000106105	GARS1	466580	24833	472670	690300	247820	12370	252660	374400	86807	3884.6	92767	126090
ENSG00000106211	HSPB1	531450	19414	682440	1129000	311410	11540	399300	651720	198270	8257.4	263310	424750
ENSG00000106244	PDAP1	46058	1950.4	53913	50839	88925	4420.8	90056	123840	20659	716.52	23238	22032
ENSG00000106263	EIF3B	215950	10906	248680	280180	91836	4408.9	102400	123880	63465	3092.5	72623	87023
ENSG00000106266	SNX8	5649.2	189.07	6119.3	9675.8	4038.6	112.48	3724.7	6237.3	3017.9	NA	3096.4	4606.4
ENSG00000106278	PTPRZ1	2261000	118770	2454700	3490500	1573100	80538	1739500	2470600	1156600	60940	1249400	1814700
ENSG00000106299	WASL	63629	3037.1	62662	69575	73815	3258.3	75853	85307	59517	2796.6	61566	66565
ENSG00000106351	AGFG2	126780	6185.3	139180	180250	27511	1415.8	28240	40342	NA	NA	NA	NA
ENSG00000106367	AP1S1	14164	700.46	12334	14983	7016	167.66	5038.1	5671.4	4578.3	180.28	3291.8	4590.9
ENSG00000106460	TMEM106B	3327.9	218.52	7190	8040.2	5251.1	278.52	7356.7	7523.3	2085.7	123.04	4184.5	4397.7
ENSG00000106524	ANKMY2	97400	4268.5	105060	155860	57707	3903.8	65075	92866	36255	1535.7	37435	54695
ENSG00000106605	BLVRA	221060	12545	313160	427690	185240	8998.9	220870	308460	81168	3386.6	90837	161760
ENSG00000106615	RHEB	403300	22617	432390	592820	182090	11738	203160	269770	100550	6217	112590	145580
ENSG00000106665	CLIP2	289270	14617	308630	530820	149610	7597.5	169610	258080	73026	3349.8	102330	133600
ENSG00000106682	EIF4H	127190	7041.4	166630	157690	95277	3920.9	91963	127690	40369	1632.6	45456	53213
ENSG00000106683	LIMK1	55337	2212.4	52503	67993	24810	1024.2	25738	33554	11949	342.35	11350	14051
ENSG00000106701	FSD1L	99710	4541.7	107840	156020	47132	2781	51961	79686	32661	1466.6	33757	51007
ENSG00000106789	CORO2A	110570	6258.3	137770	115010	61338	2497.3	69238	59805	32374	1650.2	34588	33504
ENSG00000106976	DNM1	3893700	202170	4259700	5181500	2181100	103670	2374000	2944400	1612500	82932	1752800	2141100
ENSG00000106992	AK1	456550	24798	552970	752900	211010	10951	251600	287080	105280	5119.9	128890	171920
ENSG00000107130	NCS1	66512	3669.5	82134	137730	72167	3357	94448	128820	75745	4586.6	123070	205670
ENSG00000107223	EDF1	34904	2130.1	47932	54922	7168.6	NA	8736.5	11037	6603.3	325.8	9015.6	9252.6
ENSG00000107295	SH3GL2	1614100	82791	1823200	2113900	715790	36496	834680	938650	556540	29284	688460	746940
ENSG00000107331	ABCA2	NA	NA	NA	NA	35751	3832.9	49092	57007	14779	1117.1	17814	22477
ENSG00000107581	EIF3A	234450	12126	265230	387940	85234	4590.6	92718	134560	36966	1525.5	42720	56119
ENSG00000107758	PPP3CB	47868	1724.7	50278	58682	45394	2318.7	50662	60364	37426	1587.6	42301	45981
ENSG00000107862	GBF1	120170	5511.6	142820	154180	59785	2948.3	69463	75568	29662	1715.2	38029	41702
ENSG00000107863	ARHGAP21	109660	6081.9	139660	150810	32776	1867.7	43921	49110	43086	2288.2	54190	60373
ENSG00000107897	ACBD5	172230	9872.8	209090	278800	99306	6083.3	121080	140910	55239	2760.8	62562	77911
ENSG00000107959	PITRM1	8477.8	284.68	8083.8	10394	NA	NA	NA	NA	20255	1078.3	18153	24077
ENSG00000108010	GLRX3	150270	6762.2	145910	205230	92102	4197	87215	137760	17892	809.04	18947	27269
ENSG00000108039	XPNPEP1	255570	11615	256430	418310	51481	2164.7	48269	84992	49565	2015.1	47851	83594
ENSG00000108064	TFAM	88453	4146.1	89183	93227	50431	2447.3	50497	57177	43513	2100.7	45031	52549
ENSG00000108094	CUL2	343650	18174	405890	504910	178330	8860.2	214600	256630	35412	2240.5	55188	63144
ENSG00000108187	PBLD	67319	3334.7	74979	126850	83241	3806	91525	112200	20730	1211.1	23436	40372
ENSG00000108231	LGI1	619190	29110	649350	733470	308880	15015	312680	389270	386430	18515	393500	463780
ENSG00000108309	RUNDC3A	85384	4437.8	101230	115650	47585	1732.4	51970	59023	35644	2010.5	42416	42820
ENSG00000108344	PSMD3	134800	6811.8	166890	260710	82694	4233.9	98307	161480	55957	2786	63028	105970
ENSG00000108381	ASPA	440870	22913	492640	751310	154000	6818.4	185120	255190	72717	3227.1	78932	123280
ENSG00000108387	SEPTIN4	135300	7109.3	187190	297820	134840	6342.6	184770	290690	156360	8675.8	217110	352270
ENSG00000108424	KPNB1	221990	9795.3	249940	353960	78131	3721.4	90117	134580	33197	1301.1	38347	52339
ENSG00000108439	PNPO	114720	5021.3	99997	159050	127170	6936.6	131230	171360	75255	3484.8	64671	94184
ENSG00000108465	CDK5RAP3	185200	8651.3	210150	281640	100840	4906.2	112000	170700	55407	2179.8	63008	93724
ENSG00000108479	GALK1	298500	13549	345120	562240	28494	1175	47153	63732	88142	3863.2	95512	140950
ENSG00000108528	SLC25A11	1404300	105490	1645300	1782100	791700	61333	916030	1042700	275760	17931	349090	416870
ENSG00000108559	NUP88	31837	1946.5	35621	48899	NA	NA	NA	NA	21322	1243.4	25046	33272
ENSG00000108578	BLMH	265130	13649	307160	386620	143200	7139.8	161990	213720	55025	2512.6	59682	77223
ENSG00000108582	CPD	65386	2520.7	61440	79498	16712	879.83	17557	21174	14281	686.45	15317	20378
ENSG00000108654	DDX5	56049	2616.6	66265	80998	50529	2448.4	66844	73053	49297	2717.7	74292	78714
ENSG00000108669	CYTH1	52548	2595.2	45625	80323	39861	2207	30448	53378	29469	957.32	24041	40718
ENSG00000108671	PSMD11	166710	8001.9	236540	333200	35701	1501.2	51510	96452	67910	3366.8	78983	123490
ENSG00000108679	LGALS3BP	90455	4149.5	96303	159680	63221	3192.2	68015	109560	64049	3689.8	68002	109010
ENSG00000108774	RAB5C	21378	1751.6	24966	28776	2821.6	NA	2971.9	3962.7	9786.6	490.27	10270	11225
ENSG00000108797	CNTNAP1	763940	39652	838500	1420100	455710	21303	507290	814190	265740	11520	284480	409340
ENSG00000108828	VAT1	209920	9557.2	248480	352940	122790	5071.8	153540	203040	78294	4325.1	99595	133100
ENSG00000108829	LRRC59	131490	5750.2	132440	194070	33633	1123.1	34666	54067	42340	1602.7	43218	58365
ENSG00000108852	MPP2	86088	4275.7	97456	123090	48230	2273.1	53338	68979	24324	1301.9	31053	36163
ENSG00000108883	EFTUD2	226060	12458	249050	354700	117660	6000.3	130500	189620	77890	4017.2	90564	135150
ENSG00000108946	PRKAR1A	40871	1706.3	37107	74928	7785	513.55	8689.5	11156	10382	514.84	9578.2	19873
ENSG00000108984	MAP2K6	45032	1932.3	34396	69473	25905	966.08	19663	38088	21458	1258.6	15832	30780
ENSG00000109062	SLC9A3R1	337040	15898	363400	432750	197760	10009	220050	251120	93857	4360.7	106650	132180
ENSG00000109107	ALDOC	1963200	99211	2158900	2608100	1170800	57681	1274800	1544400	877720	43066	958710	1165600
ENSG00000109180	OCIAD1	231970	11918	300770	334580	179140	9598	223280	252060	120460	6700.5	148250	170180
ENSG00000109339	MAPK10	243890	12567	231350	399460	150270	7100.4	149810	255640	95737	4787.7	93801	156200
ENSG00000109472	CPE	66815	3302.2	86154	78629	20971	669.54	27433	23765	5703	170.16	7405.2	7436.7
ENSG00000109519	GRPEL1	225890	12723	233370	368720	51055	2375.5	56830	84815	57161	3488.2	61038	90223
ENSG00000109654	TRIM2	308090	14519	308560	488510	182610	9108.5	178480	285050	83645	3713.8	79260	132140
ENSG00000109756	RAPGEF2	65766	2610.2	80959	92504	14410	700.77	16223	18135	21499	1010.7	23562	24959
ENSG00000109846	CRYAB	2116300	111100	2238000	4158400	1300900	64691	1355900	2522200	939210	45800	1001300	1915100
ENSG00000109917	ZPR1	118240	6197.1	139420	134620	22227	1006	24873	25181	24631	896.84	29894	28882
ENSG00000109971	HSPA8	3298300	166830	3553500	5343500	1728600	85033	1916100	2990100	1144900	59331	1320500	2069200
ENSG00000110047	EHD1	213560	9386.5	198630	324270	189070	9200.9	195540	289630	108230	4411.6	112180	167240
ENSG00000110048	OSBP	482390	26012	580970	700920	193720	9937.4	220890	276670	83645	3907.8	97169	121150
ENSG00000110090	CPT1A	248670	14823	283400	289570	136330	8229.1	170550	232860	19644	695.17	23321	24883
ENSG00000110107	PRPF19	224040	15279	252480	333460	150950	8935.8	168590	244050	84667	5387.8	88618	130780
ENSG00000110169	HPX	85168	4703.3	68083	108720	28105	3200.9	22818	35808	20372	2469	14887	25641
ENSG00000110315	RNF141	38602	2028.9	43751	45853	16690	751.73	20806	21921	9504.6	638.97	11362	12152
ENSG00000110321	EIF4G2	157540	7434.6	177890	241080	109600	5914	130330	175040	53569	3016.6	62020	83982
ENSG00000110367	DDX6	182170	9808.9	194550	267560	93439	4009.1	100630	135550	41557	2270.9	42645	60465
ENSG00000110395	CBL	NA	NA	NA	NA	47311	1937.5	54851	58589	33899	1755.8	45982	53413
ENSG00000110435	PDHX	211850	13862	414900	207050	184550	8627.4	269910	189100	147200	7712.1	208140	164920
ENSG00000110436	SLC1A2	27324	1057.5	28390	40924	13188	226.53	13054	17226	2871.7	109.39	4438.1	4051.5
ENSG00000110514	MADD	269730	13795	272520	308660	119540	5280.7	116430	147060	34997	1592.2	30494	49575
ENSG00000110697	PITPNM1	101320	5058.1	114330	152610	NA	NA	NA	NA	47303	1810.3	59991	59000
ENSG00000110700	RPS13	188230	17545	354540	403510	61082	5321	108110	128310	66954	4792.4	108030	110910
ENSG00000110711	AIP	26087	1285.4	33834	43733	9050.6	212.65	12219	14647	5198.2	135.34	6710.1	8595.1
ENSG00000110717	NDUFS8	303530	14958	289130	373700	141540	7068.4	121600	170290	93486	4272.4	88102	108710
ENSG00000110871	COQ5	197320	7997.1	212700	266140	103440	5674.9	118260	148810	55556	2237.2	65075	77162
ENSG00000110880	CORO1C	316610	15353	350430	493180	212200	9939.3	241850	339490	133090	6961.4	150780	208150
ENSG00000110917	MLEC	75477	3303	78915	111230	14605	690.28	18011	25164	NA	NA	NA	NA
ENSG00000110921	MVK	30110	1662.9	36676	46894	12851	799.29	16549	19237	NA	NA	NA	NA
ENSG00000110931	CAMKK2	141280	6319.3	110350	144090	176960	8392.1	158080	219190	172720	9367.2	147070	202930
ENSG00000110955	ATP5F1B	6094600	309040	6982400	7342400	3740100	194830	4219200	4500000	2283400	118610	2639400	2692800
ENSG00000111052	LIN7A	75702	3836.5	83317	119420	NA	NA	NA	NA	14852	697.78	16500	22740
ENSG00000111077	TNS2	20452	1182.5	31194	31127	4366.6	203.1	6209.9	6821.9	2572.4	146.51	3543.3	3677
ENSG00000111110	PPM1H	231140	9470	236230	280130	117660	5212.9	114380	140290	32842	1601.2	34111	39141
ENSG00000111144	LTA4H	53568	3496.6	58548	102220	57840	3036.4	60647	98833	46035	2460.9	47346	75467
ENSG00000111229	ARPC3	125470	7178.1	173010	158640	49462	2749.6	71933	68465	20158	1183.2	27908	25957
ENSG00000111275	ALDH2	1065400	55387	1573100	1907100	459850	24758	677300	823370	278210	14032	476330	559000
ENSG00000111344	RASAL1	105190	4443.1	125200	126190	34946	1783.9	47407	70187	34986	1601.7	41559	44179
ENSG00000111481	COPZ1	86825	4053.6	95456	118160	67888	2988.3	77764	102790	65707	3066.6	75454	94096
ENSG00000111530	CAND1	1075600	55904	1267700	1639100	664600	31592	792900	1022800	429730	20068	507490	650960
ENSG00000111540	RAB5B	NA	1253.9	24811	30333	18461	1104.7	31869	39251	7253.7	219.71	8161.8	10387
ENSG00000111605	CPSF6	23022	994.38	25387	31385	13136	386.77	15833	18324	10296	399.79	11408	13191
ENSG00000111640	GAPDH	1323100	68116	1713600	2458300	888560	44547	1186400	1666600	617440	32459	858460	1134200
ENSG00000111652	COPS7A	255740	12115	268870	351730	192990	9482.6	218950	263220	216650	9568.5	247000	304500
ENSG00000111667	USP5	512250	25928	564030	799930	373380	17465	393340	509640	281210	13838	306410	433310
ENSG00000111669	TPI1	104960	6388	126460	137850	7902.6	68.24	9837.7	10467	22814	909.83	26232	27020
ENSG00000111674	ENO2	1935400	103070	2203200	3976000	1337200	68688	1522300	2702800	935820	49813	1050700	2025900
ENSG00000111696	NT5DC3	121960	5766.1	152070	139760	63023	3063.8	69638	66812	37157	1860.3	45372	44393
ENSG00000111716	LDHB	2716300	140360	3114800	4828900	1333400	70487	1557900	2385400	764870	39598	829550	1457800
ENSG00000111726	CMAS	202020	11587	205470	357040	164040	8007.4	182840	292650	92012	5020.6	96797	164990
ENSG00000111731	C2CD5	277270	14859	345040	327000	81762	4212.2	104870	98780	53071	2852.7	69762	65904
ENSG00000111737	RAB35	443.66	NA	491.67	499.08	46950	2288.3	62541	57438	40100	1805.1	52354	49067
ENSG00000111801	BTN3A3	30391	1344.1	36167	44226	22599	1161.6	25052	33862	NA	NA	NA	NA
ENSG00000111906	HDDC2	NA	NA	NA	NA	34233	1089.8	33741	58336	19212	662.48	17639	32343
ENSG00000111907	TPD52L1	NA	NA	NA	NA	49666	3024.2	43130	86598	68575	3533.8	75797	95639
ENSG00000111912	NCOA7	43588	3156.2	56734	67076	8030.4	138.82	9646.4	13413	NA	NA	NA	NA
ENSG00000111961	SASH1	42330	1871.1	40048	55590	28128	1589.5	26791	37617	14099	522.1	13549	18358
ENSG00000112096	SOD2	410300	21183	386030	719520	250350	12115	239460	366550	308410	18522	328970	633950
ENSG00000112137	PHACTR1	180350	9542.5	211120	211950	70321	3749.4	82255	79712	46788	2670.9	60116	53224
ENSG00000112186	CAP2	374580	17936	410760	416900	236160	10702	260890	266070	139870	6524.7	159180	155760
ENSG00000112210	RAB23	221790	12852	303560	334510	82793	4777.2	112370	127340	NA	NA	NA	NA
ENSG00000112290	WASF1	164840	8935	193910	215170	106800	4922.3	127930	138130	84655	4710.7	100020	111660
ENSG00000112294	ALDH5A1	765530	39429	885520	1038100	580620	28307	668510	797210	305160	14462	276200	479200
ENSG00000112304	ACOT13	65883	3461.5	74723	116340	32131	1898.2	35643	53371	18614	1018	23542	38975
ENSG00000112305	SMAP1	77069	3672	79736	94108	68490	2874.3	67187	85349	53410	2291.5	48797	66628
ENSG00000112335	SNX3	417350	22113	542850	583460	158690	7845.5	212460	234180	100050	4374.7	125680	143360
ENSG00000112339	HBS1L	33864	1774.3	45255	40865	9162.7	244.99	12665	13414	11238	671.38	16424	15724
ENSG00000112379	ARFGEF3	188430	10079	215150	240670	55709	3297.7	67379	74917	41553	2405.6	47195	55003
ENSG00000112425	EPM2A	29596	1652.5	36694	38199	5415.2	108.25	6165.5	6190.6	3194.8	171.25	4914.5	4342.1
ENSG00000112531	QKI	118430	5603.3	137640	183850	60709	3363.3	71240	102120	39811	2023.6	47925	62931
ENSG00000112640	PPP2R5D	539760	38407	517030	775500	93110	4513.5	85723	141990	59237	3057.8	53156	98033
ENSG00000112685	EXOC2	NA	NA	NA	NA	58343	3404.2	67729	71445	20515	732.61	24664	33429
ENSG00000112695	COX7A2	339550	17223	387220	336220	282520	14090	304130	270560	178610	11034	184010	167290
ENSG00000112697	TMEM30A	683250	61368	937130	1169000	258950	21165	350620	435660	195040	15408	267460	321480
ENSG00000112851	ERBIN	79459	3539.9	91190	156280	8166.2	367.91	8776	15780	NA	NA	NA	NA
ENSG00000112972	HMGCS1	9594	581.69	10628	17770	8134	394.99	7731.1	12433	4298.5	179.33	5541.9	7695.1
ENSG00000112992	NNT	971600	48747	979350	1074800	610450	30639	628690	688920	498330	23976	524450	558600
ENSG00000113013	HSPA9	2242000	119300	2339000	2730800	1551300	77468	1571900	1916000	998000	48766	1004900	1240500
ENSG00000113048	MRPS27	42315	2264	32836	46036	30218	1312.4	22091	31786	19669	1241.8	15214	22560
ENSG00000113068	PFDN1	57611	2443.2	64295	79914	41702	1967.8	43061	54200	63693	4285.5	72947	89634
ENSG00000113282	CLINT1	50072	2619.2	56856	65878	18614	746.75	22687	25686	21234	1156.6	21077	25736
ENSG00000113312	TTC1	83800	3421.7	83197	101340	33617	1353.2	37863	44427	32137	1201	29224	41138
ENSG00000113327	GABRG2	531970	28346	607320	611430	200070	10473	219820	229000	147950	7189.7	167060	171710
ENSG00000113368	LMNB1	169080	9194.5	207490	257080	31643	1515.8	36947	51178	16624	891.19	19785	29585
ENSG00000113387	SUB1	184860	8281.2	171270	306730	105980	4980.7	98955	177590	73196	3591.6	62962	110140
ENSG00000113407	TARS1	180690	7512.8	210220	319750	152930	7902.1	168590	276870	107350	5591.7	123510	197730
ENSG00000113448	PDE4D	NA	NA	NA	NA	18271	986.69	22306	24982	16984	641.45	19379	19699
ENSG00000113522	RAD50	NA	NA	NA	NA	35418	1955.3	28283	33122	15251	791.9	13900	14173
ENSG00000113552	GNPDA1	96299	4874.1	110800	175510	29165	1363.2	32296	52231	28421	1385.9	34378	52992
ENSG00000113558	SKP1	98942	4492.4	77519	139470	77297	3876.3	60570	112130	66750	3177.7	47082	95959
ENSG00000113578	FGF1	78861	3754.1	95742	153280	10809	389.79	14309	30489	24516	1037.3	29482	55631
ENSG00000113643	RARS1	230870	12995	338590	338500	74899	3394.2	80676	103460	33192	2521	46807	48940
ENSG00000113649	TCERG1	108640	4704.1	103490	158040	90337	4031.2	94773	111080	61975	3214.9	65048	78984
ENSG00000113657	DPYSL3	108630	4985	122610	200840	77550	3424.3	91755	142120	67221	3183.6	77581	130120
ENSG00000113758	DBN1	102800	4675.4	68630	152860	52585	2670.8	31961	75011	73459	3789.2	41644	112800
ENSG00000113763	UNC5A	29241	1706.6	34181	41680	10043	556.37	12393	15531	NA	NA	NA	NA
ENSG00000113966	ARL6	NA	NA	NA	NA	20560	712.35	18085	35159	11350	671.96	9986.3	17034
ENSG00000114021	NIT2	279020	13973	298360	408610	127150	6006.3	137180	187000	117270	6567.8	121990	155560
ENSG00000114054	PCCB	374720	20287	480230	415130	166520	8744.1	215260	180120	143740	7054.9	185020	156740
ENSG00000114098	ARMC8	313850	22075	375800	361860	245040	16289	300190	323930	126520	8180.7	151710	169420
ENSG00000114115	RBP1	369610	18999	411700	650240	44832	1819	50880	60922	244700	12393	270050	404260
ENSG00000114209	PDCD10	67426	4217.8	81240	101880	26329	1853	30971	34000	16499	554.45	22762	25207
ENSG00000114302	PRKAR2A	293340	18741	316560	435290	161250	9980.8	177740	238910	128830	8036.8	153190	174190
ENSG00000114353	GNAI2	55339	2615.8	122160	230090	58528	2904	117060	228550	49090	2012.5	90998	164190
ENSG00000114354	TFG	201970	10995	237450	323710	50801	2609.7	59600	77107	63784	2932.1	72346	104020
ENSG00000114383	TUSC2	92066	4426.5	106540	102940	91278	5358.2	105290	105180	18352	999.34	21594	19456
ENSG00000114416	FXR1	34394	1691.8	35812	47959	17795	821.93	18834	25821	13877	631.88	15531	19158
ENSG00000114480	GBE1	28117	1137.9	34607	35376	13384	347.19	15954	14389	5593	232.18	7718.8	7053.5
ENSG00000114491	UMPS	NA	NA	NA	NA	43765	2198.3	53478	57974	22659	1134.1	27677	32514
ENSG00000114520	SNX4	153100	8299.9	168550	187650	76124	3599.2	79250	88313	53839	2557.8	53491	63576
ENSG00000114554	PLXNA1	920430	44869	1061500	1283600	781830	38138	945000	939080	423550	21434	532920	478690
ENSG00000114573	ATP6V1A	1085300	58294	1417900	1396600	571190	27296	728350	736810	284830	14411	389150	368570
ENSG00000114646	CSPG5	65396	3419	44369	80601	NA	NA	NA	NA	59788	3435	42204	77217
ENSG00000114698	PLSCR4	99152	5720.5	120410	191720	30035	1416.8	37321	50005	14922	570.02	16795	24116
ENSG00000114742	WDR48	36141	2178.8	40323	44557	10134	615.9	12749	12422	9298.3	436.12	7463.4	9932.8
ENSG00000114757	PEX5L	81991	4480.8	91568	136770	NA	NA	5578.8	11532	38869	1714.5	41185	62638
ENSG00000114948	ADAM23	24577	1533.1	32753	63092	NA	200.96	6626.1	8102.4	4974.2	230.31	6914.4	11881
ENSG00000115053	NCL	594560	29230	458500	1046800	355680	18284	270860	626750	225150	10446	186520	358310
ENSG00000115091	ACTR3	466300	22801	538550	627780	301160	13911	346660	402280	259540	13268	303200	341400
ENSG00000115159	GPD2	831530	41995	894590	1089800	441440	24966	489940	606190	309820	15077	339330	422440
ENSG00000115194	SLC30A3	159120	7812.2	173860	214860	44762	2327.5	51365	47398	30459	1451.2	35584	32451
ENSG00000115211	EIF2B4	65726	4247.1	70608	72466	17390	976.42	20060	22916	NA	NA	NA	NA
